Date,Machine,Shift,Units_Produced,Defects,Downtime_Min,Yield
2025-05-18 21:00:00,M04,Night,106,1,25,99.05660377358491
2025-05-18 22:00:00,M01,Day,61,0,45,100.0
2025-05-18 23:00:00,M02,Day,66,5,35,92.42424242424242
2025-05-19 00:00:00,M01,Night,79,5,4,93.67088607594937
2025-05-19 01:00:00,M04,Day,137,9,32,93.43065693430657
2025-05-19 02:00:00,M04,Day,148,1,0,99.32432432432432
2025-05-19 03:00:00,M04,Night,72,0,52,100.0
2025-05-19 04:00:00,M04,Day,178,9,5,94.9438202247191
2025-05-19 05:00:00,M04,Day,128,2,36,98.4375
2025-05-19 06:00:00,M03,Day,81,9,1,88.88888888888889
2025-05-19 07:00:00,M03,Night,58,4,56,93.10344827586206
2025-05-19 08:00:00,M01,Day,64,5,52,92.1875
2025-05-19 09:00:00,M04,Night,76,2,58,97.36842105263158
2025-05-19 10:00:00,M01,Day,158,8,58,94.9367088607595
2025-05-19 11:00:00,M04,Day,125,4,4,96.8
2025-05-19 12:00:00,M04,Day,197,1,25,99.49238578680203
2025-05-19 13:00:00,M03,Night,114,9,40,92.10526315789474
2025-05-19 14:00:00,M03,Night,158,5,50,96.83544303797468
2025-05-19 15:00:00,M02,Day,178,7,52,96.06741573033707
2025-05-19 16:00:00,M03,Night,59,5,46,91.52542372881356
2025-05-19 17:00:00,M02,Day,96,3,12,96.875
2025-05-19 18:00:00,M02,Night,172,5,11,97.09302325581395
2025-05-19 19:00:00,M02,Night,108,7,4,93.51851851851852
2025-05-19 20:00:00,M02,Day,145,7,1,95.17241379310344
2025-05-19 21:00:00,M02,Day,152,9,58,94.07894736842105
2025-05-19 22:00:00,M01,Day,173,1,3,99.42196531791907
2025-05-19 23:00:00,M03,Day,135,7,58,94.81481481481482
2025-05-20 00:00:00,M02,Night,195,5,26,97.43589743589743
2025-05-20 01:00:00,M04,Night,161,1,49,99.37888198757764
2025-05-20 02:00:00,M03,Night,76,0,52,100.0
2025-05-20 03:00:00,M03,Day,67,5,9,92.53731343283582
2025-05-20 04:00:00,M02,Day,131,6,12,95.41984732824427
2025-05-20 05:00:00,M01,Night,121,9,43,92.56198347107438
2025-05-20 06:00:00,M02,Day,103,4,1,96.11650485436894
2025-05-20 07:00:00,M01,Night,120,9,25,92.5
2025-05-20 08:00:00,M04,Night,195,7,14,96.41025641025641
2025-05-20 09:00:00,M03,Night,87,8,45,90.80459770114942
2025-05-20 10:00:00,M04,Night,186,3,56,98.38709677419355
2025-05-20 11:00:00,M01,Night,84,6,9,92.85714285714286
2025-05-20 12:00:00,M01,Day,131,7,21,94.65648854961832
2025-05-20 13:00:00,M04,Day,182,5,39,97.25274725274726
2025-05-20 14:00:00,M01,Day,191,1,24,99.47643979057592
2025-05-20 15:00:00,M04,Night,53,6,14,88.67924528301887
2025-05-20 16:00:00,M03,Night,199,8,12,95.97989949748744
2025-05-20 17:00:00,M04,Night,72,4,7,94.44444444444444
2025-05-20 18:00:00,M03,Night,97,1,20,98.96907216494846
2025-05-20 19:00:00,M04,Day,197,3,20,98.47715736040608
2025-05-20 20:00:00,M01,Day,174,2,21,98.85057471264368
2025-05-20 21:00:00,M04,Night,104,3,45,97.11538461538461
2025-05-20 22:00:00,M01,Night,117,9,32,92.3076923076923
2025-05-20 23:00:00,M04,Night,137,6,44,95.62043795620438
2025-05-21 00:00:00,M04,Day,50,9,26,82.0
2025-05-21 01:00:00,M02,Day,184,7,39,96.19565217391305
2025-05-21 02:00:00,M01,Day,144,0,49,100.0
2025-05-21 03:00:00,M02,Night,189,7,21,96.29629629629629
2025-05-21 04:00:00,M01,Night,155,4,29,97.41935483870968
2025-05-21 05:00:00,M02,Day,182,6,8,96.7032967032967
2025-05-21 06:00:00,M03,Night,157,0,44,100.0
2025-05-21 07:00:00,M04,Day,91,1,34,98.9010989010989
2025-05-21 08:00:00,M01,Night,151,0,17,100.0
2025-05-21 09:00:00,M01,Day,173,4,41,97.6878612716763
2025-05-21 10:00:00,M04,Night,189,5,4,97.35449735449735
2025-05-21 11:00:00,M01,Day,152,9,26,94.07894736842105
2025-05-21 12:00:00,M01,Day,195,8,56,95.8974358974359
2025-05-21 13:00:00,M02,Day,123,7,5,94.3089430894309
2025-05-21 14:00:00,M01,Day,157,6,31,96.17834394904459
2025-05-21 15:00:00,M03,Day,171,4,7,97.6608187134503
2025-05-21 16:00:00,M03,Day,66,2,55,96.96969696969697
2025-05-21 17:00:00,M04,Night,120,8,38,93.33333333333333
2025-05-21 18:00:00,M01,Night,111,4,20,96.3963963963964
2025-05-21 19:00:00,M04,Night,90,2,17,97.77777777777777
2025-05-21 20:00:00,M03,Day,168,2,13,98.80952380952381
2025-05-21 21:00:00,M01,Day,94,2,14,97.87234042553192
2025-05-21 22:00:00,M01,Night,107,5,41,95.32710280373831
2025-05-21 23:00:00,M04,Day,175,0,25,100.0
2025-05-22 00:00:00,M03,Day,93,3,52,96.7741935483871
2025-05-22 01:00:00,M01,Day,64,7,43,89.0625
2025-05-22 02:00:00,M04,Day,127,2,31,98.4251968503937
2025-05-22 03:00:00,M03,Day,119,4,38,96.63865546218487
2025-05-22 04:00:00,M04,Night,150,1,27,99.33333333333333
2025-05-22 05:00:00,M02,Night,52,1,59,98.07692307692307
2025-05-22 06:00:00,M01,Night,135,6,38,95.55555555555556
2025-05-22 07:00:00,M02,Night,123,9,42,92.6829268292683
2025-05-22 08:00:00,M03,Night,100,2,31,98.0
2025-05-22 09:00:00,M02,Day,116,4,12,96.55172413793103
2025-05-22 10:00:00,M02,Day,125,2,14,98.4
2025-05-22 11:00:00,M03,Day,142,5,17,96.47887323943662
2025-05-22 12:00:00,M04,Day,194,9,38,95.36082474226805
2025-05-22 13:00:00,M02,Night,56,2,5,96.42857142857143
2025-05-22 14:00:00,M04,Night,62,7,54,88.70967741935483
2025-05-22 15:00:00,M02,Night,169,1,10,99.40828402366864
2025-05-22 16:00:00,M04,Day,115,2,31,98.26086956521739
2025-05-22 17:00:00,M03,Night,53,7,39,86.79245283018868
2025-05-22 18:00:00,M02,Day,187,7,19,96.2566844919786
2025-05-22 19:00:00,M03,Night,137,0,32,100.0
2025-05-22 20:00:00,M02,Night,66,7,39,89.39393939393939
2025-05-22 21:00:00,M03,Day,101,9,7,91.0891089108911
2025-05-22 22:00:00,M03,Day,183,1,50,99.4535519125683
2025-05-22 23:00:00,M02,Night,118,6,34,94.91525423728814
2025-05-23 00:00:00,M02,Night,186,5,4,97.31182795698925
2025-05-23 01:00:00,M02,Day,70,1,34,98.57142857142858
2025-05-23 02:00:00,M01,Night,73,4,46,94.52054794520548
2025-05-23 03:00:00,M04,Night,53,6,13,88.67924528301887
2025-05-23 04:00:00,M01,Day,52,7,20,86.53846153846155
2025-05-23 05:00:00,M01,Night,117,2,46,98.29059829059828
2025-05-23 06:00:00,M03,Day,150,0,23,100.0
2025-05-23 07:00:00,M02,Night,103,6,16,94.1747572815534
2025-05-23 08:00:00,M04,Day,84,4,17,95.23809523809523
2025-05-23 09:00:00,M03,Night,105,4,33,96.19047619047619
2025-05-23 10:00:00,M01,Day,157,6,11,96.17834394904459
2025-05-23 11:00:00,M02,Night,89,0,15,100.0
2025-05-23 12:00:00,M03,Day,117,7,3,94.01709401709401
2025-05-23 13:00:00,M02,Night,95,9,24,90.52631578947368
2025-05-23 14:00:00,M03,Night,127,4,33,96.8503937007874
2025-05-23 15:00:00,M02,Night,190,7,27,96.3157894736842
2025-05-23 16:00:00,M01,Night,55,9,45,83.63636363636363
2025-05-23 17:00:00,M04,Night,66,9,10,86.36363636363636
2025-05-23 18:00:00,M01,Night,148,4,12,97.2972972972973
2025-05-23 19:00:00,M04,Night,130,6,30,95.38461538461539
2025-05-23 20:00:00,M02,Night,51,9,59,82.35294117647058
2025-05-23 21:00:00,M03,Night,126,2,24,98.4126984126984
2025-05-23 22:00:00,M01,Day,115,1,38,99.1304347826087
2025-05-23 23:00:00,M04,Day,101,5,9,95.04950495049505
2025-05-24 00:00:00,M01,Night,141,4,23,97.16312056737588
2025-05-24 01:00:00,M04,Day,71,8,0,88.73239436619718
2025-05-24 02:00:00,M01,Night,160,9,52,94.375
2025-05-24 03:00:00,M04,Night,156,3,24,98.07692307692307
2025-05-24 04:00:00,M04,Day,116,2,27,98.27586206896551
2025-05-24 05:00:00,M02,Night,189,8,35,95.76719576719577
2025-05-24 06:00:00,M04,Night,118,7,17,94.0677966101695
2025-05-24 07:00:00,M02,Day,133,5,5,96.2406015037594
2025-05-24 08:00:00,M04,Day,152,0,1,100.0
2025-05-24 09:00:00,M03,Night,88,9,2,89.77272727272727
2025-05-24 10:00:00,M03,Day,62,0,45,100.0
2025-05-24 11:00:00,M03,Day,90,5,7,94.44444444444444
2025-05-24 12:00:00,M04,Night,106,2,30,98.11320754716981
2025-05-24 13:00:00,M02,Day,61,2,47,96.72131147540983
2025-05-24 14:00:00,M02,Day,62,5,18,91.93548387096774
2025-05-24 15:00:00,M04,Night,169,2,49,98.81656804733728
2025-05-24 16:00:00,M03,Day,146,9,5,93.83561643835617
2025-05-24 17:00:00,M03,Day,106,5,13,95.28301886792453
2025-05-24 18:00:00,M02,Night,89,4,2,95.50561797752809
2025-05-24 19:00:00,M03,Night,167,3,47,98.20359281437125
2025-05-24 20:00:00,M01,Night,129,7,0,94.57364341085271
2025-05-24 21:00:00,M02,Day,177,1,43,99.43502824858757
2025-05-24 22:00:00,M03,Night,84,6,29,92.85714285714286
2025-05-24 23:00:00,M02,Night,52,3,45,94.23076923076923
2025-05-25 00:00:00,M01,Day,169,1,18,99.40828402366864
2025-05-25 01:00:00,M02,Night,54,6,53,88.88888888888889
2025-05-25 02:00:00,M02,Night,60,0,18,100.0
2025-05-25 03:00:00,M02,Night,175,3,8,98.28571428571429
2025-05-25 04:00:00,M02,Night,120,8,6,93.33333333333333
2025-05-25 05:00:00,M01,Day,166,3,45,98.19277108433735
2025-05-25 06:00:00,M04,Night,187,2,36,98.93048128342245
2025-05-25 07:00:00,M02,Night,155,9,49,94.19354838709677
2025-05-25 08:00:00,M02,Day,165,9,40,94.54545454545455
2025-05-25 09:00:00,M03,Night,116,1,52,99.13793103448276
2025-05-25 10:00:00,M02,Day,80,2,6,97.5
2025-05-25 11:00:00,M03,Day,124,0,8,100.0
2025-05-25 12:00:00,M04,Day,120,9,3,92.5
2025-05-25 13:00:00,M01,Night,115,7,24,93.91304347826087
2025-05-25 14:00:00,M01,Day,119,0,48,100.0
2025-05-25 15:00:00,M04,Day,90,2,11,97.77777777777777
2025-05-25 16:00:00,M01,Day,69,2,5,97.10144927536231
2025-05-25 17:00:00,M04,Night,189,1,17,99.47089947089947
2025-05-25 18:00:00,M04,Night,88,4,39,95.45454545454545
2025-05-25 19:00:00,M04,Night,194,9,20,95.36082474226805
2025-05-25 20:00:00,M01,Night,94,2,14,97.87234042553192
2025-05-25 21:00:00,M03,Night,188,2,2,98.93617021276596
2025-05-25 22:00:00,M04,Night,119,7,1,94.11764705882352
2025-05-25 23:00:00,M02,Night,174,3,55,98.27586206896551
2025-05-26 00:00:00,M01,Day,140,3,54,97.85714285714285
2025-05-26 01:00:00,M04,Day,119,2,40,98.31932773109243
2025-05-26 02:00:00,M04,Day,179,0,39,100.0
2025-05-26 03:00:00,M02,Day,133,7,58,94.73684210526315
2025-05-26 04:00:00,M03,Night,138,0,3,100.0
2025-05-26 05:00:00,M03,Day,128,6,31,95.3125
2025-05-26 06:00:00,M03,Day,162,4,1,97.53086419753086
2025-05-26 07:00:00,M04,Day,142,3,45,97.88732394366197
2025-05-26 08:00:00,M04,Day,121,3,28,97.52066115702479
2025-05-26 09:00:00,M04,Night,98,7,1,92.85714285714286
2025-05-26 10:00:00,M01,Night,101,5,33,95.04950495049505
2025-05-26 11:00:00,M02,Night,82,0,26,100.0
2025-05-26 12:00:00,M04,Day,71,9,59,87.32394366197182
2025-05-26 13:00:00,M02,Night,163,7,53,95.70552147239265
2025-05-26 14:00:00,M02,Day,182,1,38,99.45054945054946
2025-05-26 15:00:00,M03,Night,67,5,43,92.53731343283582
2025-05-26 16:00:00,M01,Night,167,8,37,95.20958083832335
2025-05-26 17:00:00,M04,Night,166,0,17,100.0
2025-05-26 18:00:00,M03,Night,86,5,35,94.18604651162791
2025-05-26 19:00:00,M03,Night,113,7,18,93.80530973451327
2025-05-26 20:00:00,M04,Day,187,9,26,95.18716577540107
2025-05-26 21:00:00,M02,Night,128,1,44,99.21875
2025-05-26 22:00:00,M03,Day,172,4,19,97.67441860465115
2025-05-26 23:00:00,M02,Day,93,5,20,94.6236559139785
2025-05-27 00:00:00,M01,Day,131,4,22,96.94656488549617
2025-05-27 01:00:00,M02,Day,136,2,29,98.52941176470588
2025-05-27 02:00:00,M01,Day,65,3,24,95.38461538461539
2025-05-27 03:00:00,M02,Night,103,6,30,94.1747572815534
2025-05-27 04:00:00,M03,Night,151,3,26,98.01324503311258
2025-05-27 05:00:00,M03,Night,147,8,33,94.5578231292517
2025-05-27 06:00:00,M01,Night,51,9,7,82.35294117647058
2025-05-27 07:00:00,M04,Day,143,1,18,99.3006993006993
2025-05-27 08:00:00,M01,Night,190,4,40,97.89473684210527
2025-05-27 09:00:00,M01,Night,108,7,25,93.51851851851852
2025-05-27 10:00:00,M02,Day,118,4,27,96.61016949152543
2025-05-27 11:00:00,M02,Day,168,9,3,94.64285714285714
2025-05-27 12:00:00,M01,Night,141,7,30,95.0354609929078
2025-05-27 13:00:00,M03,Night,94,7,15,92.5531914893617
2025-05-27 14:00:00,M02,Day,197,8,50,95.93908629441624
2025-05-27 15:00:00,M04,Night,73,9,9,87.67123287671232
2025-05-27 16:00:00,M02,Night,140,5,37,96.42857142857143
2025-05-27 17:00:00,M02,Night,143,3,47,97.9020979020979
2025-05-27 18:00:00,M04,Night,107,2,9,98.13084112149532
2025-05-27 19:00:00,M01,Day,177,4,44,97.74011299435028
2025-05-27 20:00:00,M04,Day,56,5,8,91.07142857142857
2025-05-27 21:00:00,M01,Day,96,2,38,97.91666666666666
2025-05-27 22:00:00,M01,Night,102,1,35,99.01960784313727
2025-05-27 23:00:00,M01,Night,87,6,50,93.10344827586206
2025-05-28 00:00:00,M04,Night,102,4,57,96.07843137254902
2025-05-28 01:00:00,M01,Night,192,8,35,95.83333333333334
2025-05-28 02:00:00,M03,Night,97,2,18,97.9381443298969
2025-05-28 03:00:00,M04,Day,144,7,59,95.13888888888889
2025-05-28 04:00:00,M03,Night,196,5,18,97.44897959183673
2025-05-28 05:00:00,M01,Night,186,3,11,98.38709677419355
2025-05-28 06:00:00,M02,Day,113,8,12,92.92035398230088
2025-05-28 07:00:00,M01,Night,142,4,24,97.1830985915493
2025-05-28 08:00:00,M03,Day,174,9,35,94.82758620689656
2025-05-28 09:00:00,M03,Day,88,5,24,94.31818181818183
2025-05-28 10:00:00,M04,Day,53,8,27,84.90566037735849
2025-05-28 11:00:00,M02,Day,175,6,41,96.57142857142857
2025-05-28 12:00:00,M04,Day,52,4,52,92.3076923076923
2025-05-28 13:00:00,M03,Night,113,1,38,99.11504424778761
2025-05-28 14:00:00,M01,Day,78,3,29,96.15384615384616
2025-05-28 15:00:00,M02,Day,165,1,4,99.39393939393939
2025-05-28 16:00:00,M01,Night,60,2,16,96.66666666666667
2025-05-28 17:00:00,M01,Night,146,9,17,93.83561643835617
2025-05-28 18:00:00,M02,Day,151,2,42,98.67549668874173
2025-05-28 19:00:00,M04,Night,70,3,46,95.71428571428572
2025-05-28 20:00:00,M01,Night,88,5,20,94.31818181818183
2025-05-28 21:00:00,M03,Day,151,2,21,98.67549668874173
2025-05-28 22:00:00,M01,Day,95,9,38,90.52631578947368
2025-05-28 23:00:00,M02,Night,115,0,49,100.0
2025-05-29 00:00:00,M02,Day,140,0,57,100.0
2025-05-29 01:00:00,M02,Day,160,8,56,95.0
2025-05-29 02:00:00,M04,Night,131,8,5,93.89312977099237
2025-05-29 03:00:00,M01,Day,172,4,49,97.67441860465115
2025-05-29 04:00:00,M04,Day,148,8,15,94.5945945945946
2025-05-29 05:00:00,M04,Day,84,6,1,92.85714285714286
2025-05-29 06:00:00,M02,Day,152,8,50,94.73684210526315
2025-05-29 07:00:00,M02,Day,178,6,0,96.62921348314607
2025-05-29 08:00:00,M04,Night,74,8,56,89.1891891891892
2025-05-29 09:00:00,M01,Night,92,1,29,98.91304347826086
2025-05-29 10:00:00,M03,Day,133,7,57,94.73684210526315
2025-05-29 11:00:00,M04,Night,100,6,42,94.0
2025-05-29 12:00:00,M01,Day,179,5,51,97.20670391061452
2025-05-29 13:00:00,M02,Day,175,4,36,97.71428571428571
2025-05-29 14:00:00,M02,Day,118,3,47,97.45762711864407
2025-05-29 15:00:00,M01,Day,58,6,22,89.65517241379311
2025-05-29 16:00:00,M03,Day,51,2,0,96.07843137254902
2025-05-29 17:00:00,M02,Night,59,7,18,88.13559322033898
2025-05-29 18:00:00,M02,Night,163,1,45,99.38650306748467
2025-05-29 19:00:00,M02,Day,125,0,2,100.0
2025-05-29 20:00:00,M01,Night,134,1,1,99.25373134328358
2025-05-29 21:00:00,M04,Day,98,8,55,91.83673469387756
2025-05-29 22:00:00,M02,Night,119,4,36,96.63865546218487
2025-05-29 23:00:00,M04,Day,180,7,16,96.11111111111111
2025-05-30 00:00:00,M03,Night,182,2,27,98.9010989010989
2025-05-30 01:00:00,M02,Day,139,6,17,95.68345323741008
2025-05-30 02:00:00,M02,Day,75,1,32,98.66666666666667
2025-05-30 03:00:00,M03,Night,121,7,14,94.21487603305785
2025-05-30 04:00:00,M02,Night,54,6,21,88.88888888888889
2025-05-30 05:00:00,M04,Day,64,4,40,93.75
2025-05-30 06:00:00,M01,Night,172,3,26,98.25581395348837
2025-05-30 07:00:00,M04,Day,193,0,54,100.0
2025-05-30 08:00:00,M01,Night,50,4,36,92.0
2025-05-30 09:00:00,M01,Night,193,8,31,95.85492227979275
2025-05-30 10:00:00,M04,Day,52,9,59,82.6923076923077
2025-05-30 11:00:00,M04,Night,96,3,44,96.875
2025-05-30 12:00:00,M04,Night,144,8,18,94.44444444444444
2025-05-30 13:00:00,M04,Day,62,1,27,98.38709677419355
2025-05-30 14:00:00,M03,Night,169,3,27,98.22485207100591
2025-05-30 15:00:00,M02,Day,104,8,55,92.3076923076923
2025-05-30 16:00:00,M01,Day,198,3,9,98.48484848484848
2025-05-30 17:00:00,M04,Day,115,4,19,96.52173913043478
2025-05-30 18:00:00,M04,Day,139,7,24,94.96402877697841
2025-05-30 19:00:00,M04,Day,111,0,20,100.0
2025-05-30 20:00:00,M03,Night,151,0,13,100.0
2025-05-30 21:00:00,M04,Day,188,8,21,95.74468085106383
2025-05-30 22:00:00,M04,Day,57,8,52,85.96491228070175
2025-05-30 23:00:00,M04,Night,146,3,25,97.94520547945206
2025-05-31 00:00:00,M02,Night,166,1,43,99.3975903614458
2025-05-31 01:00:00,M03,Night,113,8,10,92.92035398230088
2025-05-31 02:00:00,M04,Day,70,3,54,95.71428571428572
2025-05-31 03:00:00,M01,Day,164,5,6,96.95121951219512
2025-05-31 04:00:00,M01,Day,134,0,16,100.0
2025-05-31 05:00:00,M01,Night,69,8,17,88.40579710144928
2025-05-31 06:00:00,M03,Day,57,4,6,92.98245614035088
2025-05-31 07:00:00,M03,Night,107,2,55,98.13084112149532
2025-05-31 08:00:00,M01,Day,95,3,19,96.84210526315789
2025-05-31 09:00:00,M04,Night,80,0,37,100.0
2025-05-31 10:00:00,M03,Day,142,8,10,94.36619718309859
2025-05-31 11:00:00,M01,Day,58,7,43,87.93103448275862
2025-05-31 12:00:00,M01,Day,64,3,57,95.3125
2025-05-31 13:00:00,M04,Night,143,1,15,99.3006993006993
2025-05-31 14:00:00,M02,Night,187,8,50,95.72192513368985
2025-05-31 15:00:00,M03,Day,78,3,54,96.15384615384616
2025-05-31 16:00:00,M04,Day,129,8,26,93.7984496124031
2025-05-31 17:00:00,M01,Day,85,9,50,89.41176470588236
2025-05-31 18:00:00,M01,Night,133,2,10,98.49624060150376
2025-05-31 19:00:00,M04,Day,158,6,15,96.20253164556962
2025-05-31 20:00:00,M03,Day,167,6,22,96.40718562874252
2025-05-31 21:00:00,M02,Day,86,9,59,89.53488372093024
2025-05-31 22:00:00,M02,Day,135,3,58,97.77777777777777
2025-05-31 23:00:00,M01,Night,120,1,11,99.16666666666667
2025-06-01 00:00:00,M03,Night,142,8,58,94.36619718309859
2025-06-01 01:00:00,M02,Day,129,3,39,97.67441860465115
2025-06-01 02:00:00,M03,Day,151,7,2,95.36423841059603
2025-06-01 03:00:00,M03,Night,63,1,1,98.4126984126984
2025-06-01 04:00:00,M01,Night,166,7,59,95.78313253012048
2025-06-01 05:00:00,M02,Day,122,9,37,92.62295081967213
2025-06-01 06:00:00,M04,Night,140,4,47,97.14285714285714
2025-06-01 07:00:00,M01,Night,139,6,51,95.68345323741008
2025-06-01 08:00:00,M02,Day,78,6,23,92.3076923076923
2025-06-01 09:00:00,M02,Night,98,8,28,91.83673469387756
2025-06-01 10:00:00,M02,Night,121,2,46,98.34710743801654
2025-06-01 11:00:00,M02,Day,182,9,45,95.05494505494505
2025-06-01 12:00:00,M02,Day,91,3,33,96.7032967032967
2025-06-01 13:00:00,M03,Night,184,9,19,95.1086956521739
2025-06-01 14:00:00,M01,Day,91,3,17,96.7032967032967
2025-06-01 15:00:00,M03,Night,154,9,13,94.15584415584416
2025-06-01 16:00:00,M04,Day,76,4,17,94.73684210526315
2025-06-01 17:00:00,M02,Night,107,5,1,95.32710280373831
2025-06-01 18:00:00,M01,Day,95,2,0,97.89473684210527
2025-06-01 19:00:00,M02,Night,115,3,19,97.3913043478261
2025-06-01 20:00:00,M01,Night,74,2,33,97.2972972972973
2025-06-01 21:00:00,M03,Night,122,1,40,99.18032786885246
2025-06-01 22:00:00,M01,Day,166,9,40,94.57831325301204
2025-06-01 23:00:00,M04,Day,178,8,47,95.50561797752809
2025-06-02 00:00:00,M04,Night,136,0,10,100.0
2025-06-02 01:00:00,M01,Night,123,1,26,99.1869918699187
2025-06-02 02:00:00,M01,Day,174,7,22,95.97701149425288
2025-06-02 03:00:00,M01,Day,116,6,37,94.82758620689656
2025-06-02 04:00:00,M01,Day,55,0,43,100.0
2025-06-02 05:00:00,M04,Day,174,4,2,97.70114942528735
2025-06-02 06:00:00,M02,Day,107,9,11,91.58878504672897
2025-06-02 07:00:00,M01,Day,119,5,29,95.7983193277311
2025-06-02 08:00:00,M01,Night,102,4,30,96.07843137254902
2025-06-02 09:00:00,M04,Day,115,3,22,97.3913043478261
2025-06-02 10:00:00,M04,Night,107,0,0,100.0
2025-06-02 11:00:00,M03,Day,131,6,40,95.41984732824427
2025-06-02 12:00:00,M01,Day,136,8,19,94.11764705882352
2025-06-02 13:00:00,M03,Night,51,5,53,90.19607843137256
2025-06-02 14:00:00,M04,Night,199,2,5,98.99497487437185
2025-06-02 15:00:00,M04,Day,86,9,10,89.53488372093024
2025-06-02 16:00:00,M02,Night,197,3,34,98.47715736040608
2025-06-02 17:00:00,M01,Night,152,9,3,94.07894736842105
2025-06-02 18:00:00,M03,Night,73,4,28,94.52054794520548
2025-06-02 19:00:00,M04,Night,161,0,58,100.0
2025-06-02 20:00:00,M04,Day,114,4,9,96.49122807017544
2025-06-02 21:00:00,M03,Night,178,0,50,100.0
2025-06-02 22:00:00,M02,Day,166,8,28,95.18072289156626
2025-06-02 23:00:00,M04,Day,165,6,37,96.36363636363636
2025-06-03 00:00:00,M01,Day,154,2,0,98.7012987012987
2025-06-03 01:00:00,M04,Day,52,8,39,84.61538461538461
2025-06-03 02:00:00,M01,Night,95,1,7,98.94736842105263
2025-06-03 03:00:00,M03,Night,104,6,56,94.23076923076923
2025-06-03 04:00:00,M01,Day,124,8,37,93.54838709677419
2025-06-03 05:00:00,M03,Day,94,5,16,94.68085106382979
2025-06-03 06:00:00,M01,Day,126,9,18,92.85714285714286
2025-06-03 07:00:00,M03,Day,73,4,32,94.52054794520548
2025-06-03 08:00:00,M01,Night,84,6,14,92.85714285714286
2025-06-03 09:00:00,M02,Day,73,5,44,93.15068493150685
2025-06-03 10:00:00,M01,Night,77,4,30,94.8051948051948
2025-06-03 11:00:00,M01,Day,65,1,20,98.46153846153847
2025-06-03 12:00:00,M02,Day,108,7,2,93.51851851851852
2025-06-03 13:00:00,M04,Day,193,6,1,96.89119170984456
2025-06-03 14:00:00,M04,Day,64,5,34,92.1875
2025-06-03 15:00:00,M01,Night,60,4,40,93.33333333333333
2025-06-03 16:00:00,M02,Night,128,4,58,96.875
2025-06-03 17:00:00,M01,Night,164,8,15,95.1219512195122
2025-06-03 18:00:00,M03,Day,117,0,55,100.0
2025-06-03 19:00:00,M03,Day,92,8,44,91.30434782608695
2025-06-03 20:00:00,M01,Night,118,5,50,95.76271186440678
2025-06-03 21:00:00,M04,Night,190,3,58,98.42105263157895
2025-06-03 22:00:00,M04,Day,187,9,49,95.18716577540107
2025-06-03 23:00:00,M01,Day,124,6,20,95.16129032258065
2025-06-04 00:00:00,M01,Night,152,8,11,94.73684210526315
2025-06-04 01:00:00,M03,Day,90,4,27,95.55555555555556
2025-06-04 02:00:00,M04,Day,108,4,11,96.29629629629629
2025-06-04 03:00:00,M01,Night,88,7,32,92.04545454545455
2025-06-04 04:00:00,M03,Day,52,6,19,88.46153846153845
2025-06-04 05:00:00,M04,Night,56,7,39,87.5
2025-06-04 06:00:00,M02,Day,98,9,48,90.81632653061224
2025-06-04 07:00:00,M03,Night,75,1,20,98.66666666666667
2025-06-04 08:00:00,M04,Day,150,8,59,94.66666666666667
2025-06-04 09:00:00,M04,Night,128,2,51,98.4375
2025-06-04 10:00:00,M03,Night,51,5,53,90.19607843137256
2025-06-04 11:00:00,M02,Night,176,5,38,97.1590909090909
2025-06-04 12:00:00,M03,Night,181,1,40,99.4475138121547
2025-06-04 13:00:00,M04,Day,69,6,48,91.30434782608695
2025-06-04 14:00:00,M01,Day,166,8,58,95.18072289156626
2025-06-04 15:00:00,M01,Night,81,9,41,88.88888888888889
2025-06-04 16:00:00,M03,Day,77,0,35,100.0
2025-06-04 17:00:00,M04,Day,126,7,21,94.44444444444444
2025-06-04 18:00:00,M01,Day,50,1,25,98.0
2025-06-04 19:00:00,M04,Day,105,0,6,100.0
2025-06-04 20:00:00,M03,Day,84,7,6,91.66666666666666
2025-06-04 21:00:00,M01,Night,161,1,7,99.37888198757764
2025-06-04 22:00:00,M04,Night,79,5,25,93.67088607594937
2025-06-04 23:00:00,M01,Night,103,5,23,95.14563106796116
